taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2474400	Micropygia schomburgkii (Cabanis, 1848)	2474400	Micropygia schomburgkii (Cabanis, 1848)	205	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Micropygia	2474399	Micropygia schomburgkii	2474400	LC
2480994	Ibycter americanus (Boddaert, 1783)	2480994	Ibycter americanus (Boddaert, 1783)	143	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Ibycter	2480993	Ibycter americanus	2480994	LC
2486495	Carpodectes antoniae Ridgway, 1884	2486495	Carpodectes antoniae Ridgway, 1884	1876	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Carpodectes	2486494	Carpodectes antoniae	2486495	EN
6170716	Ara macao macao	6170716	Ara macao macao	48	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Ara	1686160	Ara macao	5959227	
2481953	Jabiru mycteria (Lichtenstein, 1819)	2481953	Jabiru mycteria (Lichtenstein, 1819)	4177	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Ciconiiformes	839	Ciconiidae	9289	Jabiru	2481952	Jabiru mycteria	2481953	LC
6088470	Pittasoma michleri zeledoni Ridgway, 1884	6088470	Pittasoma michleri zeledoni Ridgway, 1884	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Conopophagidae	9306	Pittasoma	2490571	Pittasoma michleri	2490573	
2480852	Ixobrychus exilis (Gmelin, 1789)	2480852	Ixobrychus exilis (Gmelin, 1789)	993	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ixobrychus	2480843	Ixobrychus exilis	2480852	LC
2475179	Monasa morphoeus (Hahn & Küster, 1823)	2475179	Monasa morphoeus (Hahn & Küster, 1823)	3182	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Bucconidae	5703	Monasa	2475177	Monasa morphoeus	2475179	LC
2492253	Oryzoborus nuttingi Ridgway, 1884	2492253	Oryzoborus nuttingi Ridgway, 1884	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Oryzoborus	2492239	Oryzoborus nuttingi	2492253	LC
6176767	Aramus guarauna dolosus J.L.Peters, 1925	6176767	Aramus guarauna dolosus J.L.Peters, 1925	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Aramidae	7514	Aramus	2474336	Aramus guarauna	2474337	
2474165	Rhynchortyx cinctus (Salvin, 1876)	2474165	Rhynchortyx cinctus (Salvin, 1876)	39	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Odontophoridae	9325	Rhynchortyx	2474164	Rhynchortyx cinctus	2474165	LC
2489649	Geothlypis aequinoctialis (J.F.Gmelin, 1789)	2489649	Geothlypis aequinoctialis (J.F.Gmelin, 1789)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Geothlypis	2489637	Geothlypis aequinoctialis	2489649	LC
5959233	Ara ambiguus (Bechstein, 1811)	5959233	Ara ambiguus (Bechstein, 1811)	484	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Ara	1686160	Ara ambiguus	5959233	CR
5231483	Salpinctes obsoletus (Say, 1822)	5231483	Salpinctes obsoletus (Say, 1822)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Salpinctes	2493947	Salpinctes obsoletus	5231483	LC
5788721	Buthraupis arcaei P.L.Sclater & Salvin, 1869	2488333	Bangsia arcaei (P.L.Sclater & Salvin, 1869)	10	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Bangsia	2488329	Bangsia arcaei	2488333	NE
7191273	Aegolius ridgwayi ridgwayi	5232214	Aegolius ridgwayi (Alfaro, 1905)	4	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Aegolius	8095667	Aegolius ridgwayi	5232214	
2474337	Aramus guarauna (Linnaeus, 1766)	2474337	Aramus guarauna (Linnaeus, 1766)	5924	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Aramidae	7514	Aramus	2474336	Aramus guarauna	2474337	LC
2482182	Chamaepetes unicolor Salvin, 1867	2482182	Chamaepetes unicolor Salvin, 1867	18361	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Cracidae	5237	Chamaepetes	2482181	Chamaepetes unicolor	2482182	LC
2480576	Morphnus guianensis (Daudin, 1800)	2480576	Morphnus guianensis (Daudin, 1800)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Morphnus	2480575	Morphnus guianensis	2480576	NT
5229870	Icterus mesomelas salvinii Cassin, 1867	5229870	Icterus mesomelas salvinii Cassin, 1867	22	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Icterus	2484282	Icterus mesomelas	5229869	
5959197	Cephalopterus glabricollis Gould, 1851	5959197	Cephalopterus glabricollis Gould, 1851	1533	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Cephalopterus	5959194	Cephalopterus glabricollis	5959197	EN
6178091	Ixobrychus exilis hesperis Dickey & van Rossem, 1924	7190963	Ixobrychus exilis exilis	2	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ixobrychus	2480843	Ixobrychus exilis	2480852	
6088441	Cistothorus platensis lucidus Ridgway, 1903	6088441	Cistothorus platensis lucidus Ridgway, 1903	37	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Cistothorus	2493861	Cistothorus platensis	2493890	
2493890	Cistothorus platensis (Latham, 1790)	2493890	Cistothorus platensis (Latham, 1790)	663	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Cistothorus	2493861	Cistothorus platensis	2493890	LC
2479631	Amazona auropalliata (Lesson, 1842)	2479631	Amazona auropalliata (Lesson, 1842)	148	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Amazona	2479603	Amazona auropalliata	2479631	CR
2490490	Pheucticus tibialis Lawrence, 1867	2490490	Pheucticus tibialis Lawrence, 1867	5100	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Pheucticus	2490486	Pheucticus tibialis	2490490	LC
5788831	Acanthidops bairdi Ridgway, 1882	5788831	Acanthidops bairdi Ridgway, 1882	1860	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Acanthidops	2491045	Acanthidops bairdi	5788831	LC
2488269	Heterospingus rubrifrons (Lawrence, 1865)	2488269	Heterospingus rubrifrons (Lawrence, 1865)	352	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Heterospingus	2488265	Heterospingus rubrifrons	2488269	LC
5230704	Habia atrimaxillaris (Dwight & Griscom, 1924)	5230704	Habia atrimaxillaris (Dwight & Griscom, 1924)	4030	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Habia	5230696	Habia atrimaxillaris	5230704	EN
2490573	Pittasoma michleri Cassin, 1860	2490573	Pittasoma michleri Cassin, 1860	165	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Conopophagidae	9306	Pittasoma	2490571	Pittasoma michleri	2490573	LC
5959234	Ara ambigua (Bechstein, 1811)	5959233	Ara ambiguus (Bechstein, 1811)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Ara	1686160	Ara ambiguus	5959233	CR
9278822	Rallus longirostris berryorum Maley, McCormack, Tsai, Schwab, Van Dort, Juárez & Carling, 2016	9278822	Rallus longirostris berryorum Maley, McCormack, Tsai, Schwab, Van Dort, Juárez & Carling, 2016	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Rallus	2474794	Rallus longirostris	9395900	
2486403	Procnias tricarunculatus (J.Verreaux & E.Verreaux, 1853)	2486403	Procnias tricarunculatus (J.Verreaux & E.Verreaux, 1853)	9507	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Procnias	2486399	Procnias tricarunculatus	2486403	VU
2483930	Aphanotriccus capitalis (Salvin, 1865)	2483930	Aphanotriccus capitalis (Salvin, 1865)	3080	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Aphanotriccus	2483928	Aphanotriccus capitalis	2483930	VU
